Edad,Genero,Peso (kg),Altura (m),Maximo_LATIDOS_POR_MINUTO,Promedio_LATIDOS_POR_MINUTO,Reposo_LATIDOS_POR_MINUTO,Duracion_Sesion (horas),Calorias_Quemadas,Tipo_Entrenamiento,Porcentaje_Grasa,Agua (litros),Frecuencia (dias/semanal),Nivel_Experiencia,Indice_De_Masa_Corporal
18,Female,"61,9","1,85",161,121,53,"0,89","882,7",Strength,2250939424228850000%,"2,99",3,1,"18,1"
18,Male,"63,4","1,59",185,125,50,"1,87","2674,1",HIIT,2289662842108820000%,"2,71",4,3,"25,1"
18,Male,"63,0","1,85",161,121,53,"0,88","871,2",Strength,1884696817185420000%,3,3,1,"18,4"
18,Female,"83,5","1,96",183,150,67,"1,83","1426,3",Yoga,214442586856000000%,"3,5",4,3,"21,7"
18,Male,"64,4","1,58",185,125,50,"1,87","2676,2",HIIT,289789957895872000%,"2,71",4,3,"25,8"
18,Male,"114,7","1,97",192,128,60,"1,04","685,8",Yoga,284976507819371000%,"2,61",3,1,"29,6"
18,Female,"92,1","1,74",195,168,50,"1,41","1395,9",Strength,324275698480339000%,"3,11",2,1,"30,4"
18,Female,"66,6","1,75",170,122,61,"0,95","1149,5",HIIT,260619038244168000%,"1,69",2,1,"21,8"
18,Female,"64,2","1,82",187,149,52,"1,19","856,1",Yoga,226785290161700000%,"2,39",3,2,"19,4"
18,Male,"64,4","1,82",187,149,52,"1,2","1153,0",Cardio,248184767672527000%,"2,4",3,2,"19,4"
18,Male,"61,1","1,79",191,126,69,"1,11","977,7",Cardio,237276854452885000%,"2,11",2,1,"19,1"
18,Male,"72,4","1,55",172,124,56,"0,83","549,3",Yoga,324246702021236000%,2,3,1,"30,1"
18,Female,"57,2","1,75",193,160,74,"1,29","928,0",Yoga,1879732798363430000%,"2,41",3,2,"18,7"
18,Female,"57,9","1,61",175,150,71,"1,9","1483,1",Yoga,2522624851524680000%,"2,72",4,3,"22,3"
18,Female,"67,4","1,76",170,122,61,"0,94","824,9",Cardio,240866918616981000%,"1,68",2,1,"21,8"
18,Female,"52,1","1,74",187,165,58,"1,2","1189,1",Strength,187595694548951000%,"2,22",2,1,"17,2"
18,Male,"55,3","1,68",176,158,71,"1,28","923,9",Yoga,195966253039028000%,"2,2",4,2,"19,6"
18,Male,"66,8","1,57",193,127,63,"1,06","762,6",Yoga,28296901362724800%,"2,19",3,2,"27,1"
18,Male,"62,9","1,85",161,121,53,"0,89","880,3",Strength,213447956315418000%,"3,01",3,1,"18,4"
18,Female,"82,4","1,84",190,148,66,"1,72","2015,5",Strength,2707243676644570000%,"3,49",5,3,"24,3"
18,Female,"66,9","1,57",193,127,63,"1,07","1154,6",Strength,306881324506493000%,"2,21",3,2,"27,2"
18,Male,"62,5","1,59",190,162,50,"1,23","1622,3",HIIT,265558428919438000%,"2,18",4,2,"24,7"
18,Male,"52,2","1,74",187,165,58,"1,2","791,3",Yoga,1841711723321620000%,"2,22",2,1,"17,3"
18,Male,"60,8","1,78",191,126,69,"1,12","984,7",Cardio,239224375825910000%,"2,08",2,1,"19,2"
18,Male,"83,1","1,96",183,150,67,"1,82","1892,8",Cardio,216854938767421000%,"3,5",4,3,"21,6"
18,Male,"68,1","1,6",182,164,71,"0,61","535,8",Cardio,2901188904208110000%,"2,42",3,1,"26,6"
18,Male,"68,5","1,8",174,153,50,"1,1","1056,0",Cardio,196155665794772000%,"3,32",4,2,"21,1"
18,Female,"52,1","1,74",187,165,58,"1,2","1055,0",Cardio,1843025736773470000%,"2,2",2,1,"17,2"
18,Female,"54,1","1,68",176,158,71,"1,27","1673,6",HIIT,2244734487780670000%,"2,19",4,2,"19,2"
18,Female,"68,2","1,8",174,153,50,"1,1","1450,8",HIIT,2143367780772140000%,"3,31",4,2,"21,0"
18,Male,"68,1","1,6",182,165,71,"0,6","529,4",Cardio,258148245976115000%,"2,42",3,1,"26,6"
18,Female,"54,8","1,68",176,158,71,"1,27","1370,5",Strength,23989366755746800%,"2,2",4,2,"19,4"
18,Male,"57,6","1,75",193,160,74,"1,28","923,9",Yoga,230798766547735000%,"2,4",3,2,"18,8"
18,Male,"50,5","1,53",181,147,52,"1,29","1236,3",Cardio,225865379205036000%,"2,1",3,2,"21,6"
18,Female,"117,9","1,64",188,134,67,"0,93","818,4",Cardio,3500%,"2,69",3,1,"43,8"
18,Male,"66,8","1,6",182,164,71,"0,6","725,3",HIIT,2726541051325480000%,"2,4",3,1,"26,1"
18,Male,"72,0","1,54",194,125,54,"0,96","634,2",Yoga,327190740587277000%,"1,67",2,1,"30,4"
18,Female,"51,8","1,74",187,165,58,"1,2","1452,0",HIIT,1905162426891290000%,"2,2",2,1,"17,1"
18,Male,"91,7","1,74",195,168,50,"1,4","1386,0",Strength,319806666652665000%,"3,08",2,1,"30,3"
18,Female,"119,0","1,64",188,134,67,"0,94","930,6",Strength,3500%,"2,69",3,1,"44,2"
18,Male,"126,0","1,67",172,153,60,"1,46","1930,4",HIIT,3500%,"2,21",3,2,"45,2"
18,Female,"65,9","1,55",184,161,59,"1,43","1890,8",HIIT,303023134839656000%,"2,2",3,2,"27,5"
18,Female,"73,1","1,55",172,125,56,"0,84","1014,6",HIIT,333919902266958000%,"2,01",3,1,"30,4"
18,Female,"61,8","1,85",161,121,53,"0,89","1076,9",HIIT,1876193157932640000%,"3,01",3,1,"18,1"
18,Male,"61,7","1,59",190,162,50,"1,22","879,9",Yoga,28032689793470900%,"2,21",4,2,"24,4"
18,Male,"83,7","1,96",183,150,67,"1,82","2129,4",Strength,2246809749373640000%,"3,51",4,3,"21,8"
18,Female,"68,4","1,8",174,153,50,"1,1","792,7",Yoga,224186114888059000%,"3,3",4,2,"21,1"
18,Male,"81,8","1,84",190,148,66,"1,74","2037,4",Strength,2611050596055920000%,"3,48",5,3,"24,2"
18,Male,"51,1","1,53",181,147,52,"1,29","928,8",Yoga,229669335735540000%,"2,11",3,2,"21,8"
18,Male,"87,4","1,93",161,139,72,"1,72","1340,6",Yoga,256668525860210000%,"3,5",4,3,"23,5"
18,Male,"50,6","1,53",181,147,52,"1,29","1705,6",HIIT,241557581108757000%,"2,09",3,2,"21,6"
18,Male,"87,9","1,93",161,139,72,"1,71","1779,8",Cardio,236497972992870000%,"3,48",4,3,"23,6"
18,Female,"92,6","1,74",195,168,50,"1,41","1240,8",Cardio,323070512627141000%,"3,09",2,1,"30,6"
18,Female,"51,0","1,53",181,147,52,"1,28","1688,2",HIIT,208829640136110000%,"2,09",3,2,"21,8"
18,Female,"82,6","1,84",190,148,66,"1,73","1797,8",Cardio,268453275555728000%,"3,51",5,3,"24,4"
18,Male,"57,2","1,75",193,160,74,"1,29","930,4",Yoga,2047971942366140000%,"2,4",3,2,"18,7"
18,Male,"64,6","1,55",184,161,59,"1,43","1892,3",HIIT,247457015623185000%,"2,2",3,2,"26,9"
18,Male,"67,2","1,61",182,164,71,"0,6","527,5",Cardio,3050885756505600000%,"2,39",3,1,"25,9"
18,Male,"61,3","1,79",191,126,69,"1,12","986,5",Cardio,212411660095870000%,"2,11",2,1,"19,1"
18,Female,"62,3","1,85",161,121,53,"0,88","581,3",Yoga,215173574221242000%,"2,97",3,1,"18,2"
18,Male,"126,2","1,67",172,153,60,"1,46","1405,1",Cardio,3500%,"2,21",3,2,"45,3"
18,Male,"57,8","1,61",175,150,71,"1,9","2717,0",HIIT,240485051049331000%,"2,7",4,3,"22,3"
18,Male,"64,8","1,82",187,149,52,"1,2","1584,0",HIIT,2156045066912150000%,"2,4",3,2,"19,6"
18,Female,"126,7","1,67",172,153,60,"1,47","1058,4",Yoga,3500%,"2,18",3,2,"45,4"
18,Female,"125,3","1,67",172,153,60,"1,45","1392,0",Cardio,3500%,"2,24",3,2,"44,9"
18,Female,"82,7","1,96",183,150,67,"1,83","1427,4",Yoga,234435431299781000%,"3,49",4,3,"21,5"
18,Female,"114,0","1,98",192,129,60,"1,03","1018,8",Strength,284061541634429000%,"2,62",3,1,"29,1"
18,Female,"126,7","1,67",172,153,60,"1,46","1927,2",HIIT,3500%,"2,19",3,2,"45,4"
18,Female,"60,7","1,79",191,126,69,"1,12","739,2",Yoga,228437553263925000%,"2,09",2,1,"18,9"
18,Male,"67,2","1,57",193,127,63,"1,08","1168,3",Strength,3016937526215730000%,"2,2",3,2,"27,3"
18,Male,"54,9","1,68",176,158,71,"1,27","913,6",Yoga,247936068047782000%,"2,21",4,2,"19,4"
18,Female,"57,9","1,75",193,160,74,"1,28","1382,4",Strength,2728857500192240000%,"2,4",3,2,"18,9"
18,Male,"58,6","1,61",175,150,71,"1,9","2226,4",Strength,2449692166261670000%,"2,72",4,3,"22,6"
18,Male,"68,4","1,8",174,153,50,"1,12","1073,4",Cardio,2404599817705080000%,"3,33",4,2,"21,1"
18,Female,"51,7","1,74",187,165,58,"1,21","1196,8",Strength,226205099285523000%,"2,2",2,1,"17,1"
18,Female,"118,3","1,64",188,134,67,"0,95","834,5",Cardio,3500%,"2,67",3,1,"44,0"
18,Female,"65,8","1,53",171,141,54,"1,99","2326,5",Strength,28012146692813400%,"2,7",5,3,"28,1"
18,Male,"61,8","1,85",161,121,53,"0,87","574,7",Yoga,212350277258935000%,3,3,1,"18,1"
18,Male,"57,3","1,75",193,160,74,"1,28","921,6",Yoga,203514567314773000%,"2,38",3,2,"18,7"
18,Male,"114,7","1,97",192,128,60,"1,03","1246,3",HIIT,2801424516701010000%,"2,6",3,1,"29,5"
18,Male,"114,8","1,97",192,128,60,"1,03","1019,7",Strength,3072430781822400000%,"2,6",3,1,"29,6"
18,Male,"125,9","1,67",172,153,60,"1,45","1395,5",Cardio,3500%,"2,22",3,2,"45,1"
18,Female,"89,0","1,93",161,139,72,"1,72","2461,5",HIIT,2379010682386900%,"3,5",4,3,"23,9"
18,Male,"50,4","1,53",181,147,52,"1,29","1393,2",Strength,234381445305774000%,"2,11",3,2,"21,5"
18,Female,"57,5","1,75",193,160,74,"1,28","920,8",Yoga,2166239329366090000%,"2,42",3,2,"18,8"
18,Female,"118,9","1,64",188,134,67,"0,94","931,5",Strength,3500%,"2,7",3,1,"44,2"
18,Male,"82,7","1,96",183,150,67,"1,83","1427,4",Yoga,2734458630532240000%,"3,49",4,3,"21,5"
18,Male,"54,3","1,68",176,158,71,"1,28","922,4",Yoga,238307331088377000%,"2,22",4,2,"19,2"
18,Female,"65,4","1,55",184,161,59,"1,42","1874,4",HIIT,2708396998863800000%,"2,21",3,2,"27,2"
18,Female,"118,4","1,64",188,133,67,"0,94","928,1",Strength,3500%,"2,69",3,1,"44,0"
18,Male,"126,0","1,67",172,153,60,"1,46","1401,6",Cardio,3500%,"2,17",3,2,"45,2"
18,Female,"57,2","1,75",193,160,74,"1,29","927,3",Yoga,217090091571134000%,"2,39",3,2,"18,7"
18,Female,"56,8","1,75",193,160,74,"1,28","1686,8",HIIT,2108153647883520000%,"2,38",3,2,"18,6"
18,Female,"64,5","1,53",170,141,54,"1,96","2041,5",Cardio,245209454852877000%,"2,69",5,3,"27,5"
18,Male,"67,3","1,6",182,164,71,"0,6","394,9",Yoga,267103976793338000%,"2,41",3,1,"26,3"
18,Male,"88,0","1,93",161,139,72,"1,71","2002,2",Strength,2522587508616710000%,"3,52",4,3,"23,6"
18,Male,"125,6","1,68",172,153,60,"1,47","1408,9",Cardio,3500%,"2,19",3,2,"44,5"
18,Male,"64,0","1,59",185,125,50,"1,87","1946,3",Cardio,287393817176507000%,"2,7",4,3,"25,3"
18,Male,"125,8","1,67",172,153,60,"1,46","1049,5",Yoga,3500%,"2,21",3,2,"45,1"
18,Female,"114,9","1,97",192,128,60,"1,04","1259,5",HIIT,2938160928996850000%,"2,58",3,1,"29,6"
18,Female,"67,0","1,6",182,163,71,"0,59","584,6",Strength,313937368873431000%,"2,4",3,1,"26,2"
18,Female,"82,6","1,96",183,150,67,"1,83","1907,6",Cardio,204918341463288000%,"3,51",4,3,"21,5"
18,Female,"65,2","1,53",170,141,54,"1,98","2309,5",Strength,28882775778702400%,"2,73",5,3,"27,8"
18,Male,"92,7","1,74",195,168,50,"1,4","1383,5",Strength,3087816748167980000%,"3,1",2,1,"30,6"
18,Male,"69,6","1,61",173,168,71,"1,3","860,3",Yoga,278440627575287000%,"2,5",2,1,"26,9"
18,Male,"66,7","1,75",170,122,61,"0,95","943,1",Strength,200598673782792000%,"1,69",2,1,"21,8"
18,Female,"50,3","1,53",181,147,52,"1,29","1701,4",HIIT,233921475625163000%,"2,1",3,2,"21,5"
18,Female,"63,3","1,63",162,119,73,"0,66","797,9",HIIT,23062419080105800%,"2,18",3,1,"23,8"
18,Male,"118,6","1,64",188,134,67,"0,94","1137,4",HIIT,3500%,"2,7",3,1,"44,1"
18,Male,"65,0","1,82",187,149,52,"1,2","1153,9",Cardio,1902173560302060000%,"2,42",3,2,"19,6"
18,Male,"64,9","1,55",184,161,59,"1,41","1524,1",Strength,279918312613178000%,"2,22",3,2,"27,0"
18,Female,"49,7","1,53",181,147,52,"1,29","928,8",Yoga,24489692262715400%,"2,11",3,2,"21,3"
18,Female,"82,5","1,84",190,148,66,"1,74","1356,2",Yoga,249619601708843000%,"3,51",5,3,"24,4"
18,Female,"52,3","1,74",187,165,58,"1,2","1056,0",Cardio,251994357567652000%,"2,2",2,1,"17,3"
18,Female,"69,9","1,61",173,168,71,"1,3","1570,1",HIIT,2801572693704840000%,"2,52",2,1,"27,0"
18,Male,"63,8","1,59",185,125,50,"1,87","1457,5",Yoga,2303680893628590000%,"2,68",4,3,"25,2"
18,Male,"83,1","1,96",183,150,67,"1,84","1909,2",Cardio,204330916637155000%,"3,49",4,3,"21,6"
18,Female,"63,2","1,63",162,120,73,"0,67","441,0",Yoga,2480518813330100000%,"2,21",3,1,"23,8"
18,Female,"60,7","1,79",191,126,69,"1,11","734,6",Yoga,221597772879527000%,"2,09",2,1,"18,9"
18,Female,"52,3","1,74",187,165,58,"1,21","1464,1",HIIT,2184637162745440000%,"2,19",2,1,"17,3"
18,Female,"66,5","1,75",170,122,61,"0,93","1123,3",HIIT,2297428057592860000%,"1,72",2,1,"21,7"
18,Female,"64,4","1,82",187,149,52,"1,21","1305,7",Strength,2358280818275220000%,"2,42",3,2,"19,4"
18,Female,"92,4","1,74",195,168,50,"1,4","1692,5",HIIT,28869749486024500%,"3,09",2,1,"30,5"
18,Female,"91,8","1,74",195,168,50,"1,41","1397,2",Strength,3091579463281570000%,"3,1",2,1,"30,3"
18,Female,"87,7","1,93",161,139,72,"1,71","1779,8",Cardio,220119263042513000%,"3,51",4,3,"23,6"
18,Female,"63,8","1,59",185,125,50,"1,88","1468,7",Yoga,2502810860114020000%,"2,69",4,3,"25,2"
18,Male,"67,9","1,8",174,153,50,"1,09","1179,2",Strength,2183720806324550000%,"3,3",4,2,"21,0"
18,Male,"70,5","1,61",173,168,71,"1,3","858,0",Yoga,280564792320543000%,"2,5",2,1,"27,2"
18,Male,"92,1","1,74",195,168,50,"1,41","1240,8",Cardio,3074847543630410000%,"3,1",2,1,"30,4"
18,Male,"92,2","1,74",195,168,50,"1,42","1404,5",Strength,30870885620966400%,"3,1",2,1,"30,4"
18,Male,"118,6","1,64",188,134,67,"0,94","1136,4",HIIT,3500%,"2,71",3,1,"44,1"
18,Male,"60,7","1,79",191,126,69,"1,11","975,0",Cardio,211889909948290000%,"2,11",2,1,"19,0"
18,Male,"92,5","1,73",195,168,50,"1,42","1407,1",Strength,338266960265977000%,"3,1",2,1,"30,9"
18,Male,"66,9","1,6",182,164,71,"0,6","527,5",Cardio,276962690509532000%,"2,41",3,1,"26,1"
18,Female,"67,1","1,57",193,127,63,"1,07","1155,6",Strength,261902180028763000%,"2,2",3,2,"27,2"
18,Male,"55,6","1,68",176,158,71,"1,27","1676,4",HIIT,2492873741880210000%,"2,21",4,2,"19,7"
18,Female,"52,1","1,74",187,166,58,"1,2","1184,8",Strength,193004630375776000%,"2,19",2,1,"17,2"
18,Male,"87,2","1,93",161,139,72,"1,72","2457,7",HIIT,226420583772961000%,"3,47",4,3,"23,4"
18,Female,"50,8","1,53",181,147,52,"1,29","1393,2",Strength,240788960201653000%,"2,12",3,2,"21,7"
18,Female,"72,4","1,54",194,125,54,"0,97","640,8",Yoga,3500%,"1,71",2,1,"30,5"
18,Male,"58,0","1,61",175,150,71,"1,91","2236,4",Strength,2329979184129710000%,"2,71",4,3,"22,4"
18,Female,"50,6","1,53",181,147,52,"1,3","1711,7",HIIT,2363996010885610000%,"2,07",3,2,"21,6"
18,Male,"125,7","1,67",172,153,60,"1,45","1566,0",Strength,3500%,"2,17",3,2,"45,1"
18,Male,"73,4","1,55",172,124,56,"0,83","729,1",Cardio,32088069435372300%,"2,01",3,1,"30,5"
18,Female,"64,8","1,82",187,149,52,"1,2","1294,9",Strength,219128635600695000%,"2,41",3,2,"19,6"
18,Male,"64,2","1,82",187,149,52,"1,2","1152,0",Cardio,22679916547265600%,"2,41",3,2,"19,4"
18,Male,"57,1","1,75",193,161,74,"1,28","920,1",Yoga,1453379076682620000%,"2,38",3,2,"18,7"
18,Female,"87,8","1,93",161,139,72,"1,71","2002,2",Strength,2304913014468180000%,"3,5",4,3,"23,6"
18,Female,"114,6","1,97",192,128,60,"1,04","1033,3",Strength,3017034536069690000%,"2,62",3,1,"29,5"
18,Male,"67,0","1,6",182,164,71,"0,61","402,6",Yoga,337953010409492000%,"2,41",3,1,"26,2"
18,Female,"51,0","1,53",181,147,52,"1,29","1705,6",HIIT,214816004275455000%,"2,12",3,2,"21,8"
18,Female,"62,9","1,63",162,120,73,"0,66","435,2",Yoga,253086454373491000%,"2,19",3,1,"23,7"
18,Male,"118,7","1,64",188,134,67,"0,94","1138,4",HIIT,3500%,"2,69",3,1,"44,2"
18,Female,"72,9","1,55",172,126,56,"0,82","811,8",Strength,328550155147978000%,2,3,1,"30,3"
18,Male,"62,0","1,59",190,162,50,"1,23","1328,4",Strength,249543980188474000%,"2,2",4,2,"24,5"
18,Male,"52,2","1,74",187,165,58,"1,21","1063,8",Cardio,1488955523779060000%,"2,19",2,1,"17,3"
18,Male,"83,0","1,96",183,150,67,"1,82","2602,6",HIIT,2362778116650900000%,"3,5",4,3,"21,6"
18,Female,"62,9","1,85",161,121,53,"0,87","1051,7",HIIT,1941806750789420000%,"3,01",3,1,"18,4"
18,Female,"125,5","1,67",172,153,60,"1,46","1050,3",Yoga,3500%,"2,2",3,2,"45,0"
18,Male,"58,6","1,61",175,151,71,"1,9","1979,0",Cardio,2318870188651520000%,"2,71",4,3,"22,6"
18,Male,"114,4","1,97",192,128,60,"1,02","1236,4",HIIT,310203926651926000%,"2,6",3,1,"29,5"
18,Male,"50,7","1,53",181,147,52,"1,29","1704,2",HIIT,249514039273936000%,"2,1",3,2,"21,7"
18,Female,"62,5","1,85",161,121,53,"0,89","880,3",Strength,207510195156103000%,3,3,1,"18,3"
18,Male,"93,2","1,74",195,168,50,"1,4","1386,0",Strength,349516508018738000%,"3,08",2,1,"30,8"
18,Female,"91,6","1,74",195,168,50,"1,41","1399,7",Strength,277946718046680000%,"3,09",2,1,"30,2"
18,Female,"69,9","1,61",173,168,71,"1,3","858,8",Yoga,253939246106723000%,"2,5",2,1,"27,0"
18,Female,"83,4","1,96",183,150,67,"1,82","1892,8",Cardio,2486695961921900000%,"3,49",4,3,"21,7"
18,Male,"67,2","1,57",193,127,63,"1,07","1027,2",Cardio,273531554955600%,"2,22",3,2,"27,2"
18,Female,"67,0","1,6",182,163,71,"0,6","726,7",HIIT,257857181485395000%,"2,39",3,1,"26,2"
18,Male,"125,9","1,67",172,153,60,"1,47","1943,6",HIIT,3500%,"2,2",3,2,"45,1"
18,Male,"72,6","1,55",172,125,56,"0,84","1017,3",HIIT,302370232111476000%,2,3,1,"30,2"
18,Male,"60,9","1,79",191,126,69,"1,12","984,7",Cardio,2138621779992870000%,"2,07",2,1,"19,0"
18,Female,"52,8","1,74",187,165,58,"1,19","1048,2",Cardio,2109144279401240000%,"2,22",2,1,"17,4"
18,Female,"54,4","1,68",176,158,71,"1,27","912,9",Yoga,224126482307377000%,"2,19",4,2,"19,3"
18,Male,"64,1","1,59",185,125,50,"1,87","1457,5",Yoga,274602287107028000%,"2,7",4,3,"25,4"
18,Female,"60,9","1,79",191,126,69,"1,09","720,1",Yoga,2137704012891280000%,"2,1",2,1,"19,0"
18,Female,"125,4","1,67",172,153,60,"1,44","1382,4",Cardio,3500%,"2,21",3,2,"45,0"
18,Female,"70,6","1,61",173,168,71,"1,3","1573,0",HIIT,2760255397823870000%,"2,5",2,1,"27,3"
18,Female,"61,0","1,79",191,126,69,"1,11","732,6",Yoga,2242039895920230000%,"2,12",2,1,"19,1"
18,Male,"68,0","1,8",174,153,50,"1,1","1052,5",Cardio,238673094662900%,"3,3",4,2,"21,0"
18,Female,"54,6","1,68",176,158,71,"1,27","1676,4",HIIT,220672240145157000%,"2,22",4,2,"19,3"
18,Female,"86,9","1,93",161,139,72,"1,72","2012,4",Strength,2531669303080230000%,"3,49",4,3,"23,3"
18,Female,"64,9","1,82",187,149,52,"1,21","1307,9",Strength,210311450844844000%,"2,41",3,2,"19,6"
18,Male,"67,1","1,75",170,122,61,"0,94","1137,4",HIIT,2611379054070860000%,"1,69",2,1,"21,9"
18,Male,"83,3","1,96",183,150,67,"1,84","1910,7",Cardio,1991221970478870000%,"3,51",4,3,"21,7"
18,Male,"114,6","1,97",192,128,60,"1,04","1029,6",Strength,30555751746681900%,"2,62",3,1,"29,5"
18,Female,"72,2","1,54",194,125,54,"0,97","1172,6",HIIT,300702567204452000%,"1,71",2,1,"30,4"
18,Male,"69,9","1,62",173,168,71,"1,3","1145,0",Cardio,277547339324559000%,"2,51",2,1,"26,6"
18,Male,"58,1","1,61",175,150,71,"1,89","2704,8",HIIT,2366542652699570000%,"2,7",4,3,"22,4"
18,Male,"92,6","1,74",195,169,50,"1,41","1398,4",Strength,304719636689554000%,"3,09",2,1,"30,6"
18,Female,"72,7","1,54",195,125,54,"0,97","640,2",Yoga,334262078504665000%,"1,7",2,1,"30,7"
18,Male,"65,3","1,55",184,161,59,"1,42","1024,1",Yoga,289112863788242000%,"2,21",3,2,"27,2"
18,Female,"67,3","1,57",193,127,63,"1,06","763,8",Yoga,295555804086567000%,"2,21",3,2,"27,3"
18,Male,"67,2","1,57",193,127,63,"1,06","1400,4",HIIT,268875107495072000%,"2,19",3,2,"27,3"
18,Male,"87,1","1,93",161,139,72,"1,72","1790,2",Cardio,252292752118139000%,"3,5",4,3,"23,4"
18,Female,"55,0","1,68",176,158,71,"1,28","1228,8",Cardio,213142786355509000%,"2,2",4,2,"19,5"
18,Female,"64,7","1,55",184,161,59,"1,43","1887,6",HIIT,3069828998915730000%,"2,19",3,2,"26,9"
18,Male,"50,8","1,53",181,147,52,"1,29","1702,8",HIIT,25225137019764400%,"2,11",3,2,"21,7"
18,Male,"67,0","1,75",170,122,61,"0,93","817,7",Cardio,245872101706389000%,"1,7",2,1,"21,9"
18,Male,"117,8","1,64",188,134,67,"0,93","1126,3",HIIT,3500%,"2,69",3,1,"43,8"
18,Male,"66,1","1,55",184,161,59,"1,41","1522,8",Strength,295396568656374000%,"2,21",3,2,"27,5"
18,Male,"82,4","1,84",190,148,66,"1,73","2022,5",Strength,244453821665236000%,"3,5",5,3,"24,3"
18,Female,"72,6","1,55",172,125,56,"0,84","552,4",Yoga,307554815082140000%,"1,98",3,1,"30,2"
18,Male,"62,2","1,59",190,162,50,"1,22","1173,2",Cardio,2376834352906010000%,"2,2",4,2,"24,6"
18,Female,"58,2","1,61",175,150,71,"1,9","1478,6",Yoga,2681851204063660000%,"2,7",4,3,"22,5"
18,Male,"64,0","1,59",185,125,50,"1,86","2665,9",HIIT,24694011606801600%,"2,68",4,3,"25,3"
18,Female,"126,3","1,67",172,153,60,"1,46","1925,6",HIIT,3500%,"2,22",3,2,"45,3"
18,Female,"119,5","1,64",188,134,67,"0,93","818,4",Cardio,3500%,"2,7",3,1,"44,4"
18,Female,"69,9","1,61",173,168,71,"1,31","1151,8",Cardio,279002846624661000%,"2,47",2,1,"27,0"
18,Male,"83,4","1,96",183,150,67,"1,82","1888,4",Cardio,2362720613785230000%,"3,49",4,3,"21,7"
18,Female,"68,1","1,6",182,164,71,"0,6","594,5",Strength,325432169596532000%,"2,39",3,1,"26,6"
18,Male,"54,7","1,68",176,158,71,"1,27","1216,2",Cardio,207144224628937000%,"2,21",4,2,"19,4"
18,Male,"66,6","1,75",170,122,61,"0,94","824,2",Cardio,2654534362377720000%,"1,69",2,1,"21,8"
18,Male,"61,4","1,79",191,125,69,"1,11","976,8",Cardio,2204992966383500000%,"2,12",2,1,"19,2"
18,Male,"72,3","1,54",194,126,54,"0,97","959,4",Strength,3171879720166090000%,"1,69",2,1,"30,5"
18,Female,"58,4","1,61",175,150,71,"1,9","2721,2",HIIT,239605579755069000%,"2,69",4,3,"22,5"
18,Male,"60,4","1,79",191,126,69,"1,11","976,8",Cardio,2264576628992130000%,"2,08",2,1,"18,9"
18,Male,"72,9","1,54",194,125,54,"0,97","853,6",Cardio,2901811241949880000%,"1,7",2,1,"30,7"
18,Male,"57,0","1,74",193,160,74,"1,28","921,6",Yoga,2106171011514420000%,"2,41",3,2,"18,8"
18,Female,"61,6","1,85",161,121,53,"0,89","1077,9",HIIT,191314011514864000%,"3,01",3,1,"18,0"
18,Male,"69,8","1,61",173,168,71,"1,3","1573,0",HIIT,259413392302790000%,"2,49",2,1,"26,9"
18,Male,"118,1","1,64",188,134,67,"0,94","1136,4",HIIT,3500%,"2,7",3,1,"43,9"
18,Male,"55,1","1,68",176,158,71,"1,28","1229,8",Cardio,221903201646335000%,"2,2",4,2,"19,5"
18,Male,"51,1","1,53",181,147,52,"1,28","1383,6",Strength,25308086867574800%,"2,1",3,2,"21,8"
18,Male,"67,6","1,75",170,122,61,"0,94","932,3",Strength,216808037045781000%,"1,69",2,1,"22,1"
18,Female,"83,0","1,96",183,150,67,"1,84","2631,2",HIIT,216080951279682000%,"3,5",4,3,"21,6"
18,Female,"55,4","1,68",176,158,71,"1,27","915,2",Yoga,205008719257425000%,"2,21",4,2,"19,6"
18,Female,"72,4","1,54",194,125,54,"0,98","970,2",Strength,313973104323145000%,"1,71",2,1,"30,5"
18,Male,"82,7","1,84",190,148,66,"1,74","1809,6",Cardio,249627858768094000%,"3,48",5,3,"24,4"
18,Male,"82,1","1,84",190,148,66,"1,73","1797,8",Cardio,255929809995484000%,"3,49",5,3,"24,2"
18,Female,"82,2","1,96",174,169,62,"1,91","2233,0",Strength,2395686799197110000%,"3,48",5,3,"21,4"
18,Male,"62,3","1,85",161,122,53,"0,88","1063,8",HIIT,2389754335033980000%,"2,99",3,1,"18,2"
18,Female,"93,0","1,74",195,168,50,"1,4","921,5",Yoga,317273752356578000%,"3,11",2,1,"30,7"
18,Male,"67,5","1,6",182,164,71,"0,6","527,5",Cardio,2918829446474430000%,"2,38",3,1,"26,4"
18,Female,"58,2","1,75",193,160,74,"1,3","1245,9",Cardio,20709003362004200%,"2,43",3,2,"19,0"
18,Male,"67,2","1,6",182,164,71,"0,6","727,3",HIIT,30966395028523600%,"2,4",3,1,"26,2"
18,Male,"68,7","1,8",174,153,50,"1,09","1175,2",Strength,2232662855167210000%,"3,29",4,2,"21,2"
18,Female,"61,9","1,85",161,121,53,"0,88","1064,8",HIIT,2205182148005330000%,"2,99",3,1,"18,1"
18,Female,"63,7","1,59",185,126,50,"1,87","2674,1",HIIT,2419476746532070000%,"2,7",4,3,"25,2"
18,Male,"61,2","1,59",184,128,53,"1,15","1012,9",Cardio,276718598979480000%,"2,18",2,1,"24,2"
18,Female,"82,6","1,84",190,148,66,"1,74","1356,2",Yoga,257861130712689000%,"3,5",5,3,"24,4"
